1557,BG-101,V003,CoreTech Solutions,INV-101557,2026-07-08,2026-04-14,77523.00,17055.06,60467.94,Partially Paid
1558,BG-106,V008,Horizon IT Services,INV-101558,2025-10-17,2026-08-12,80409.00,0.00,80409.00,Outstanding
1559,BG-105,V020,IronWorks Engineering,INV-101559,2026-02-22,2026-03-18,45966.00,0.00,45966.00,Outstanding
1560,BG-102,V017,Westfield Distribution,INV-101560,2026-07-14,2025-12-28,77594.00,0.00,77594.00,Outstanding
1561,BG-103,V015,United Maintenance,INV-101561,2025-09-19,2025-11-19,68521.00,16445.04,52075.96,Partially Paid
1562,BG-101,V003,CoreTech Solutions,INV-101562,2026-05-16,2025-10-05,31419.00,15395.31,16023.69,Partially Paid
1563,BG-106,V014,TechSource Partners,INV-101563,2026-01-17,2026-01-20,92751.00,92751.00,0.00,Paid
1564,BG-107,V018,BrightPath Analytics,INV-101564,2026-02-10,2026-08-26,17027.00,10897.28,6129.72,Partially Paid
1565,BG-103,V007,Global Facility Services,INV-101565,2026-02-03,2026-03-25,33407.00,33407.00,0.00,Paid
1566,BG-106,V014,TechSource Partners,INV-101566,2025-09-21,2026-02-17,59415.00,13665.45,45749.55,Partially Paid
1567,BG-103,V015,United Maintenance,INV-101567,2026-01-05,2026-04-16,44264.00,0.00,44264.00,Outstanding
1568,BG-104,V011,Prime Materials Inc.,INV-101568,2026-05-20,2026-08-04,65587.00,65587.00,0.00,Paid
1569,BG-101,V001,Apex Industrial Supplies,INV-101569,2026-07-31,2026-07-02,88195.00,88195.00,0.00,Paid
1570,BG-101,V009,Metro Equipment Co.,INV-101570,2026-05-31,2025-11-19,69959.00,0.00,69959.00,Outstanding
1571,BG-103,V004,Delta Office Systems,INV-101571,2026-02-14,2025-10-11,6699.00,0.00,6699.00,Outstanding
1572,BG-105,V020,IronWorks Engineering,INV-101572,2025-10-07,2026-03-14,17197.00,0.00,17197.00,Outstanding
1573,BG-102,V017,Westfield Distribution,INV-101573,2025-09-25,2025-10-26,41527.00,0.00,41527.00,Outstanding
1574,BG-104,V019,Cedar Supply Group,INV-101574,2026-05-26,2026-09-04,79461.00,30195.18,49265.82,Partially Paid
1575,BG-101,V016,Vertex Manufacturing,INV-101575,2026-03-23,2026-06-25,55021.00,55021.00,0.00,Paid
1576,BG-105,V013,Summit Components,INV-101576,2026-07-19,2025-10-01,2282.00,0.00,2282.00,Outstanding
1577,BG-102,V012,Rapid Transport Group,INV-101577,2026-07-04,2026-01-19,86679.00,68476.41,18202.59,Partially Paid
1578,BG-107,V018,BrightPath Analytics,INV-101578,2026-06-25,2026-01-03,27834.00,5566.80,22267.20,Partially Paid
1579,BG-106,V008,Horizon IT Services,INV-101579,2025-09-08,2026-08-25,24117.00,17123.07,6993.93,Partially Paid
1580,BG-106,V008,Horizon IT Services,INV-101580,2026-03-08,2026-09-10,63722.00,0.00,63722.00,Outstanding
1581,BG-104,V011,Prime Materials Inc.,INV-101581,2026-04-26,2025-10-14,29247.00,15208.44,14038.56,Partially Paid
1582,BG-106,V008,Horizon IT Services,INV-101582,2025-12-05,2025-09-22,41520.00,27818.40,13701.60,Partially Paid
1583,BG-101,V001,Apex Industrial Supplies,INV-101583,2026-01-23,2026-07-28,29974.00,0.00,29974.00,Outstanding
1584,BG-105,V020,IronWorks Engineering,INV-101584,2025-08-25,2026-04-29,65220.00,65220.00,0.00,Paid
1585,BG-103,V004,Delta Office Systems,INV-101585,2026-02-25,2026-03-05,73642.00,73642.00,0.00,Paid
1586,BG-103,V004,Delta Office Systems,INV-101586,2025-08-20,2026-03-15,15738.00,15738.00,0.00,Paid
1587,BG-101,V016,Vertex Manufacturing,INV-101587,2026-01-19,2026-06-14,82318.00,0.00,82318.00,Outstanding
1588,BG-104,V019,Cedar Supply Group,INV-101588,2026-04-23,2026-06-22,9769.00,9769.00,0.00,Paid
1589,BG-107,V018,BrightPath Analytics,INV-101589,2025-12-05,2026-04-07,63816.00,0.00,63816.00,Outstanding
1590,BG-107,V018,BrightPath Analytics,INV-101590,2026-02-08,2025-12-20,26725.00,0.00,26725.00,Outstanding
1591,BG-107,V018,BrightPath Analytics,INV-101591,2026-05-30,2026-01-26,47144.00,47144.00,0.00,Paid
1592,BG-107,V010,NorthStar Consulting,INV-101592,2026-02-15,2025-11-18,64073.00,0.00,64073.00,Outstanding
1593,BG-103,V004,Delta Office Systems,INV-101593,2026-02-15,2026-06-09,14953.00,5981.20,8971.80,Partially Paid
1594,BG-102,V012,Rapid Transport Group,INV-101594,2026-07-22,2026-01-03,70726.00,70726.00,0.00,Paid
1595,BG-107,V010,NorthStar Consulting,INV-101595,2025-09-11,2026-04-23,9880.00,0.00,9880.00,Outstanding
1596,BG-101,V009,Metro Equipment Co.,INV-101596,2026-03-04,2026-03-12,21321.00,13219.02,8101.98,Partially Paid
1597,BG-107,V018,BrightPath Analytics,INV-101597,2025-11-13,2025-12-21,53711.00,0.00,53711.00,Outstanding
1598,BG-102,V012,Rapid Transport Group,INV-101598,2026-08-13,2026-08-23,81291.00,60155.34,21135.66,Partially Paid
1599,BG-104,V005,East Coast Packaging,INV-101599,2026-05-09,2026-01-04,89537.00,0.00,89537.00,Outstanding
1600,BG-105,V013,Summit Components,INV-101600,2026-05-02,2025-10-13,74227.00,74227.00,0.00,Paid
1601,BG-101,V009,Metro Equipment Co.,INV-101601,2025-10-10,2026-05-12,78418.00,54892.60,23525.40,Partially Paid
1602,BG-102,V017,Westfield Distribution,INV-101602,2025-12-01,2025-09-29,39158.00,0.00,39158.00,Outstanding
1603,BG-102,V017,Westfield Distribution,INV-101603,2026-08-03,2026-07-04,70980.00,0.00,70980.00,Outstanding
1604,BG-105,V006,Falcon Engineering,INV-101604,2026-07-15,2026-06-08,24989.00,0.00,24989.00,Outstanding
1605,BG-105,V013,Summit Components,INV-101605,2025-10-11,2026-04-17,5073.00,2130.66,2942.34,Partially Paid
1606,BG-107,V018,BrightPath Analytics,INV-101606,2026-06-05,2026-01-15,20654.00,0.00,20654.00,Outstanding
1607,BG-105,V013,Summit Components,INV-101607,2025-11-09,2026-08-08,80914.00,62303.78,18610.22,Partially Paid
1608,BG-107,V010,NorthStar Consulting,INV-101608,2026-01-02,2026-04-03,3464.00,1143.12,2320.88,Partially Paid
1609,BG-103,V004,Delta Office Systems,INV-101609,2025-12-05,2025-09-23,37081.00,21506.98,15574.02,Partially Paid
1610,BG-105,V006,Falcon Engineering,INV-101610,2025-10-27,2026-08-25,44369.00,44369.00,0.00,Paid
1611,BG-101,V003,CoreTech Solutions,INV-101611,2025-11-03,2026-07-20,26980.00,7284.60,19695.40,Partially Paid
1612,BG-106,V014,TechSource Partners,INV-101612,2026-05-27,2026-08-31,64503.00,64503.00,0.00,Paid
1613,BG-101,V003,CoreTech Solutions,INV-101613,2025-10-20,2026-05-01,20889.00,0.00,20889.00,Outstanding
1614,BG-105,V020,IronWorks Engineering,INV-101614,2026-01-09,2026-08-31,94141.00,42363.45,51777.55,Partially Paid
1615,BG-105,V006,Falcon Engineering,INV-101615,2025-09-29,2025-12-20,73771.00,42787.18,30983.82,Partially Paid
1616,BG-105,V020,IronWorks Engineering,INV-101616,2026-05-06,2025-11-21,61715.00,45051.95,16663.05,Partially Paid
1617,BG-102,V017,Westfield Distribution,INV-101617,2026-08-15,2026-04-23,30619.00,0.00,30619.00,Outstanding
1618,BG-106,V014,TechSource Partners,INV-101618,2026-02-09,2026-01-11,74148.00,0.00,74148.00,Outstanding
1619,BG-101,V009,Metro Equipment Co.,INV-101619,2025-10-19,2026-06-13,20410.00,8164.00,12246.00,Partially Paid
1620,BG-104,V005,East Coast Packaging,INV-101620,2026-03-21,2026-08-08,46475.00,33926.75,12548.25,Partially Paid
1621,BG-101,V003,CoreTech Solutions,INV-101621,2026-02-10,2026-06-09,4101.00,4101.00,0.00,Paid
1622,BG-101,V009,Metro Equipment Co.,INV-101622,2025-09-05,2026-05-09,52771.00,37467.41,15303.59,Partially Paid
1623,BG-104,V019,Cedar Supply Group,INV-101623,2026-01-17,2025-09-20,31555.00,0.00,31555.00,Outstanding
1624,BG-105,V020,IronWorks Engineering,INV-101624,2026-03-20,2026-05-17,56854.00,42640.50,14213.50,Partially Paid
1625,BG-103,V007,Global Facility Services,INV-101625,2025-10-09,2025-10-03,39841.00,0.00,39841.00,Outstanding
1626,BG-103,V007,Global Facility Services,INV-101626,2026-01-22,2026-02-06,73948.00,73948.00,0.00,Paid
1627,BG-105,V006,Falcon Engineering,INV-101627,2025-08-26,2025-12-13,33015.00,25751.70,7263.30,Partially Paid
1628,BG-103,V007,Global Facility Services,INV-101628,2026-02-25,2026-01-10,55894.00,55894.00,0.00,Paid
1629,BG-102,V012,Rapid Transport Group,INV-101629,2026-06-17,2026-06-15,29852.00,0.00,29852.00,Outstanding
1630,BG-105,V013,Summit Components,INV-101630,2026-06-13,2026-09-05,89266.00,0.00,89266.00,Outstanding
1631,BG-106,V014,TechSource Partners,INV-101631,2026-07-13,2025-10-02,7466.00,4703.58,2762.42,Partially Paid
1632,BG-106,V008,Horizon IT Services,INV-101632,2026-04-22,2026-07-10,17713.00,17713.00,0.00,Paid
1633,BG-106,V014,TechSource Partners,INV-101633,2026-03-18,2026-07-24,4549.00,1046.27,3502.73,Partially Paid
1634,BG-105,V006,Falcon Engineering,INV-101634,2025-11-06,2026-02-25,60168.00,60168.00,0.00,Paid
1635,BG-101,V001,Apex Industrial Supplies,INV-101635,2025-10-28,2026-06-21,82008.00,51665.04,30342.96,Partially Paid
1636,BG-101,V009,Metro Equipment Co.,INV-101636,2026-03-06,2026-05-11,54940.00,0.00,54940.00,Outstanding
1637,BG-107,V010,NorthStar Consulting,INV-101637,2026-06-18,2026-03-21,3660.00,841.80,2818.20,Partially Paid
1638,BG-106,V014,TechSource Partners,INV-101638,2026-03-27,2025-12-04,886.00,602.48,283.52,Partially Paid
1639,BG-101,V003,CoreTech Solutions,INV-101639,2026-07-31,2026-06-03,22240.00,0.00,22240.00,Outstanding
1640,BG-107,V018,BrightPath Analytics,INV-101640,2026-07-18,2025-10-10,54366.00,54366.00,0.00,Paid
1641,BG-103,V007,Global Facility Services,INV-101641,2025-09-26,2026-06-19,2669.00,2108.51,560.49,Partially Paid
1642,BG-106,V008,Horizon IT Services,INV-101642,2025-09-09,2026-05-20,33490.00,0.00,33490.00,Outstanding
1643,BG-106,V008,Horizon IT Services,INV-101643,2025-11-21,2026-03-05,15818.00,15818.00,0.00,Paid
1644,BG-104,V011,Prime Materials Inc.,INV-101644,2026-01-28,2026-02-22,48702.00,48702.00,0.00,Paid
1645,BG-101,V003,CoreTech Solutions,INV-101645,2026-02-01,2026-06-26,22280.00,0.00,22280.00,Outstanding
1646,BG-105,V020,IronWorks Engineering,INV-101646,2026-01-21,2025-11-17,92350.00,92350.00,0.00,Paid
1647,BG-101,V003,CoreTech Solutions,INV-101647,2026-01-24,2025-09-16,86687.00,86687.00,0.00,Paid
1648,BG-105,V013,Summit Components,INV-101648,2025-08-19,2026-03-30,25665.00,0.00,25665.00,Outstanding
1649,BG-103,V007,Global Facility Services,INV-101649,2025-12-21,2026-08-08,72279.00,0.00,72279.00,Outstanding
1650,BG-102,V002,BlueLine Logistics,INV-101650,2025-11-20,2026-05-07,61609.00,40661.94,20947.06,Partially Paid
1651,BG-107,V018,BrightPath Analytics,INV-101651,2025-10-15,2026-05-21,30736.00,7684.00,23052.00,Partially Paid
1652,BG-105,V020,IronWorks Engineering,INV-101652,2026-06-11,2026-05-02,19274.00,0.00,19274.00,Outstanding
1653,BG-101,V001,Apex Industrial Supplies,INV-101653,2026-05-07,2025-11-28,56943.00,39860.10,17082.90,Partially Paid
1654,BG-104,V019,Cedar Supply Group,INV-101654,2026-03-01,2026-04-12,73912.00,73912.00,0.00,Paid
1655,BG-104,V005,East Coast Packaging,INV-101655,2026-02-13,2025-12-04,54556.00,0.00,54556.00,Outstanding
1656,BG-105,V013,Summit Components,INV-101656,2025-12-07,2026-01-31,43769.00,29325.23,14443.77,Partially Paid
1657,BG-106,V014,TechSource Partners,INV-101657,2025-12-25,2026-07-18,72116.00,72116.00,0.00,Paid
1658,BG-102,V002,BlueLine Logistics,INV-101658,2026-07-11,2026-06-07,24761.00,7428.30,17332.70,Partially Paid
1659,BG-103,V007,Global Facility Services,INV-101659,2025-09-02,2026-02-04,83354.00,0.00,83354.00,Outstanding
1660,BG-102,V012,Rapid Transport Group,INV-101660,2026-03-31,2025-10-29,80526.00,0.00,80526.00,Outstanding
1661,BG-104,V005,East Coast Packaging,INV-101661,2025-10-20,2026-01-04,80312.00,50596.56,29715.44,Partially Paid
1662,BG-101,V009,Metro Equipment Co.,INV-101662,2026-06-12,2025-12-08,43765.00,30197.85,13567.15,Partially Paid
1663,BG-103,V007,Global Facility Services,INV-101663,2026-01-09,2026-02-12,9599.00,7007.27,2591.73,Partially Paid
1664,BG-101,V009,Metro Equipment Co.,INV-101664,2025-09-24,2026-07-27,80843.00,80843.00,0.00,Paid
1665,BG-103,V007,Global Facility Services,INV-101665,2025-09-20,2026-03-05,17210.00,0.00,17210.00,Outstanding
1666,BG-106,V014,TechSource Partners,INV-101666,2026-01-05,2026-05-10,25163.00,0.00,25163.00,Outstanding
1667,BG-103,V015,United Maintenance,INV-101667,2026-02-12,2026-05-16,88020.00,0.00,88020.00,Outstanding
1668,BG-107,V018,BrightPath Analytics,INV-101668,2025-11-02,2026-01-18,31486.00,0.00,31486.00,Outstanding
1669,BG-106,V014,TechSource Partners,INV-101669,2026-07-22,2025-10-14,81104.00,0.00,81104.00,Outstanding
1670,BG-103,V007,Global Facility Services,INV-101670,2025-12-29,2025-12-22,35475.00,0.00,35475.00,Outstanding
1671,BG-102,V012,Rapid Transport Group,INV-101671,2026-06-29,2026-04-28,16990.00,0.00,16990.00,Outstanding
1672,BG-105,V013,Summit Components,INV-101672,2026-02-22,2026-02-19,75332.00,20339.64,54992.36,Partially Paid
1673,BG-102,V017,Westfield Distribution,INV-101673,2026-03-02,2025-12-19,28168.00,28168.00,0.00,Paid
1674,BG-104,V011,Prime Materials Inc.,INV-101674,2026-08-10,2025-11-30,1246.00,847.28,398.72,Partially Paid
1675,BG-101,V009,Metro Equipment Co.,INV-101675,2026-04-22,2026-01-08,51218.00,27657.72,23560.28,Partially Paid
1676,BG-103,V015,United Maintenance,INV-101676,2025-12-24,2026-06-20,25127.00,12563.50,12563.50,Partially Paid
1677,BG-103,V004,Delta Office Systems,INV-101677,2025-11-27,2026-07-07,61440.00,41164.80,20275.20,Partially Paid
1678,BG-101,V003,CoreTech Solutions,INV-101678,2026-07-04,2026-01-03,80229.00,0.00,80229.00,Outstanding
1679,BG-103,V015,United Maintenance,INV-101679,2025-11-15,2026-03-17,22340.00,0.00,22340.00,Outstanding
1680,BG-101,V016,Vertex Manufacturing,INV-101680,2025-12-16,2026-05-21,52928.00,20641.92,32286.08,Partially Paid
1681,BG-106,V014,TechSource Partners,INV-101681,2025-09-24,2026-03-28,77902.00,42067.08,35834.92,Partially Paid
1682,BG-102,V012,Rapid Transport Group,INV-101682,2025-12-22,2026-07-14,53286.00,0.00,53286.00,Outstanding
1683,BG-107,V010,NorthStar Consulting,INV-101683,2026-04-16,2025-11-15,43690.00,43690.00,0.00,Paid
1684,BG-103,V015,United Maintenance,INV-101684,2026-04-06,2026-04-11,11380.00,0.00,11380.00,Outstanding
1685,BG-102,V012,Rapid Transport Group,INV-101685,2025-10-29,2026-03-18,633.00,373.47,259.53,Partially Paid
1686,BG-104,V011,Prime Materials Inc.,INV-101686,2025-09-30,2025-10-25,64348.00,64348.00,0.00,Paid
1687,BG-104,V011,Prime Materials Inc.,INV-101687,2026-07-07,2026-03-12,9555.00,9555.00,0.00,Paid
1688,BG-102,V002,BlueLine Logistics,INV-101688,2025-12-28,2025-10-04,93371.00,93371.00,0.00,Paid
1689,BG-102,V012,Rapid Transport Group,INV-101689,2026-08-10,2026-01-04,85853.00,85853.00,0.00,Paid
1690,BG-102,V002,BlueLine Logistics,INV-101690,2025-10-21,2026-05-12,45843.00,16961.91,28881.09,Partially Paid
1691,BG-103,V007,Global Facility Services,INV-101691,2026-02-03,2026-06-01,29644.00,15414.88,14229.12,Partially Paid
1692,BG-104,V019,Cedar Supply Group,INV-101692,2026-07-15,2026-09-02,46391.00,25051.14,21339.86,Partially Paid
1693,BG-102,V017,Westfield Distribution,INV-101693,2026-07-17,2026-09-08,25413.00,0.00,25413.00,Outstanding
1694,BG-105,V020,IronWorks Engineering,INV-101694,2026-05-01,2026-03-15,2675.00,0.00,2675.00,Outstanding
1695,BG-102,V012,Rapid Transport Group,INV-101695,2026-03-27,2026-05-24,4467.00,0.00,4467.00,Outstanding
1696,BG-101,V009,Metro Equipment Co.,INV-101696,2026-03-25,2026-01-17,82034.00,50861.08,31172.92,Partially Paid
1697,BG-105,V020,IronWorks Engineering,INV-101697,2026-01-22,2026-01-25,50649.00,50649.00,0.00,Paid
1698,BG-104,V005,East Coast Packaging,INV-101698,2026-01-26,2025-12-24,55361.00,0.00,55361.00,Outstanding
1699,BG-103,V004,Delta Office Systems,INV-101699,2025-08-31,2026-07-14,89475.00,68895.75,20579.25,Partially Paid
1700,BG-102,V017,Westfield Distribution,INV-101700,2025-09-07,2026-04-21,4314.00,0.00,4314.00,Outstanding
1701,BG-105,V006,Falcon Engineering,INV-101701,2026-03-24,2026-09-13,45987.00,0.00,45987.00,Outstanding
1702,BG-104,V011,Prime Materials Inc.,INV-101702,2025-08-16,2026-01-16,49508.00,0.00,49508.00,Outstanding
1703,BG-106,V008,Horizon IT Services,INV-101703,2026-05-04,2026-07-16,34944.00,34944.00,0.00,Paid
1704,BG-102,V012,Rapid Transport Group,INV-101704,2026-07-16,2025-10-10,34765.00,23292.55,11472.45,Partially Paid
1705,BG-105,V013,Summit Components,INV-101705,2026-02-20,2026-02-15,44900.00,0.00,44900.00,Outstanding
1706,BG-101,V001,Apex Industrial Supplies,INV-101706,2026-03-31,2026-08-27,90188.00,35173.32,55014.68,Partially Paid
1707,BG-106,V008,Horizon IT Services,INV-101707,2025-10-23,2026-06-06,85178.00,44292.56,40885.44,Partially Paid
1708,BG-101,V003,CoreTech Solutions,INV-101708,2025-08-23,2026-05-09,29094.00,29094.00,0.00,Paid
1709,BG-103,V015,United Maintenance,INV-101709,2026-03-31,2026-02-08,15902.00,0.00,15902.00,Outstanding
1710,BG-101,V001,Apex Industrial Supplies,INV-101710,2026-07-18,2025-10-12,21918.00,4383.60,17534.40,Partially Paid
1711,BG-104,V019,Cedar Supply Group,INV-101711,2025-12-24,2026-06-26,78514.00,0.00,78514.00,Outstanding
1712,BG-105,V013,Summit Components,INV-101712,2025-10-29,2026-02-27,46595.00,0.00,46595.00,Outstanding
1713,BG-103,V007,Global Facility Services,INV-101713,2025-11-19,2025-09-19,1316.00,0.00,1316.00,Outstanding
1714,BG-101,V003,CoreTech Solutions,INV-101714,2025-10-25,2026-02-06,41372.00,17789.96,23582.04,Partially Paid
1715,BG-105,V013,Summit Components,INV-101715,2025-10-20,2026-08-13,28869.00,28869.00,0.00,Paid
1716,BG-103,V007,Global Facility Services,INV-101716,2026-02-27,2026-04-06,22054.00,22054.00,0.00,Paid
1717,BG-107,V018,BrightPath Analytics,INV-101717,2025-09-25,2025-11-20,59949.00,59949.00,0.00,Paid
1718,BG-102,V017,Westfield Distribution,INV-101718,2025-12-13,2025-11-09,44662.00,0.00,44662.00,Outstanding
1719,BG-103,V015,United Maintenance,INV-101719,2026-06-22,2026-07-06,43216.00,26793.92,16422.08,Partially Paid
1720,BG-101,V009,Metro Equipment Co.,INV-101720,2026-05-29,2026-08-01,58128.00,22669.92,35458.08,Partially Paid
1721,BG-107,V018,BrightPath Analytics,INV-101721,2026-01-06,2025-12-14,84786.00,58502.34,26283.66,Partially Paid
1722,BG-105,V006,Falcon Engineering,INV-101722,2026-05-21,2025-11-24,77079.00,77079.00,0.00,Paid
1723,BG-107,V010,NorthStar Consulting,INV-101723,2025-09-14,2026-06-30,25293.00,0.00,25293.00,Outstanding
1724,BG-106,V008,Horizon IT Services,INV-101724,2025-12-11,2025-12-24,17827.00,17827.00,0.00,Paid
1725,BG-101,V001,Apex Industrial Supplies,INV-101725,2026-06-09,2026-04-01,8370.00,8370.00,0.00,Paid
1726,BG-104,V019,Cedar Supply Group,INV-101726,2026-07-18,2026-08-16,89456.00,89456.00,0.00,Paid
1727,BG-106,V008,Horizon IT Services,INV-101727,2026-03-28,2026-02-02,4132.00,4132.00,0.00,Paid
1728,BG-105,V020,IronWorks Engineering,INV-101728,2025-12-07,2026-03-11,38598.00,0.00,38598.00,Outstanding
1729,BG-105,V006,Falcon Engineering,INV-101729,2026-08-15,2026-06-01,87113.00,87113.00,0.00,Paid
1730,BG-104,V019,Cedar Supply Group,INV-101730,2026-06-22,2025-10-18,92584.00,0.00,92584.00,Outstanding
1731,BG-106,V014,TechSource Partners,INV-101731,2025-11-19,2026-07-06,79557.00,35005.08,44551.92,Partially Paid
1732,BG-105,V020,IronWorks Engineering,INV-101732,2026-05-11,2026-02-28,50539.00,0.00,50539.00,Outstanding
1733,BG-107,V010,NorthStar Consulting,INV-101733,2026-01-06,2026-05-29,70013.00,0.00,70013.00,Outstanding
1734,BG-101,V009,Metro Equipment Co.,INV-101734,2026-04-21,2026-02-19,60116.00,0.00,60116.00,Outstanding
1735,BG-102,V017,Westfield Distribution,INV-101735,2025-10-08,2026-07-11,94389.00,94389.00,0.00,Paid
1736,BG-107,V018,BrightPath Analytics,INV-101736,2026-01-25,2026-07-15,41214.00,41214.00,0.00,Paid
1737,BG-101,V009,Metro Equipment Co.,INV-101737,2026-07-18,2026-07-26,11515.00,11515.00,0.00,Paid
1738,BG-103,V015,United Maintenance,INV-101738,2025-12-25,2026-01-02,16614.00,0.00,16614.00,Outstanding
1739,BG-105,V006,Falcon Engineering,INV-101739,2025-11-16,2026-04-24,24403.00,0.00,24403.00,Outstanding
1740,BG-101,V016,Vertex Manufacturing,INV-101740,2025-09-28,2026-04-30,19212.00,0.00,19212.00,Outstanding
1741,BG-105,V013,Summit Components,INV-101741,2026-05-24,2025-10-23,90237.00,42411.39,47825.61,Partially Paid
1742,BG-102,V017,Westfield Distribution,INV-101742,2025-09-18,2026-04-07,53926.00,0.00,53926.00,Outstanding
1743,BG-104,V005,East Coast Packaging,INV-101743,2026-02-07,2026-04-01,8486.00,5855.34,2630.66,Partially Paid
1744,BG-105,V006,Falcon Engineering,INV-101744,2025-09-13,2026-04-12,7000.00,0.00,7000.00,Outstanding
1745,BG-105,V006,Falcon Engineering,INV-101745,2026-07-02,2026-08-03,77794.00,40452.88,37341.12,Partially Paid
1746,BG-102,V017,Westfield Distribution,INV-101746,2026-01-18,2026-02-10,48583.00,48583.00,0.00,Paid
1747,BG-103,V015,United Maintenance,INV-101747,2026-01-27,2025-09-30,24701.00,24701.00,0.00,Paid
1748,BG-103,V015,United Maintenance,INV-101748,2026-04-12,2026-06-30,63919.00,0.00,63919.00,Outstanding
1749,BG-101,V016,Vertex Manufacturing,INV-101749,2026-07-13,2025-10-27,20155.00,5844.95,14310.05,Partially Paid
1750,BG-101,V003,CoreTech Solutions,INV-101750,2026-08-11,2026-04-08,29743.00,21712.39,8030.61,Partially Paid
1751,BG-101,V009,Metro Equipment Co.,INV-101751,2026-07-12,2025-11-18,6236.00,0.00,6236.00,Outstanding
1752,BG-104,V005,East Coast Packaging,INV-101752,2026-07-17,2025-10-18,75045.00,21763.05,53281.95,Partially Paid
1753,BG-103,V015,United Maintenance,INV-101753,2026-02-21,2026-05-03,61066.00,42135.54,18930.46,Partially Paid
1754,BG-102,V017,Westfield Distribution,INV-101754,2025-10-29,2026-06-02,82699.00,0.00,82699.00,Outstanding
1755,BG-104,V019,Cedar Supply Group,INV-101755,2026-03-14,2026-03-02,45892.00,0.00,45892.00,Outstanding
1756,BG-103,V007,Global Facility Services,INV-101756,2026-01-11,2026-07-17,36685.00,0.00,36685.00,Outstanding
1757,BG-105,V006,Falcon Engineering,INV-101757,2026-02-07,2025-12-11,19374.00,0.00,19374.00,Outstanding
1758,BG-102,V002,BlueLine Logistics,INV-101758,2025-12-05,2026-06-06,79823.00,61463.71,18359.29,Partially Paid
1759,BG-107,V010,NorthStar Consulting,INV-101759,2025-10-08,2026-02-20,23843.00,23843.00,0.00,Paid
1760,BG-102,V002,BlueLine Logistics,INV-101760,2025-12-10,2026-09-10,92305.00,92305.00,0.00,Paid
1761,BG-103,V004,Delta Office Systems,INV-101761,2026-04-13,2026-07-14,34702.00,22209.28,12492.72,Partially Paid
1762,BG-105,V020,IronWorks Engineering,INV-101762,2026-06-15,2026-07-07,88388.00,63639.36,24748.64,Partially Paid
1763,BG-103,V004,Delta Office Systems,INV-101763,2025-11-27,2025-11-19,56145.00,56145.00,0.00,Paid
1764,BG-104,V005,East Coast Packaging,INV-101764,2025-12-02,2026-01-26,86601.00,86601.00,0.00,Paid
1765,BG-101,V003,CoreTech Solutions,INV-101765,2026-07-01,2026-02-07,52899.00,52899.00,0.00,Paid
1766,BG-105,V006,Falcon Engineering,INV-101766,2026-01-08,2026-06-25,5177.00,3727.44,1449.56,Partially Paid
1767,BG-106,V008,Horizon IT Services,INV-101767,2026-07-08,2026-01-30,71810.00,50985.10,20824.90,Partially Paid
1768,BG-102,V002,BlueLine Logistics,INV-101768,2026-04-10,2026-05-15,46788.00,0.00,46788.00,Outstanding
1769,BG-103,V007,Global Facility Services,INV-101769,2026-01-08,2026-03-14,93509.00,93509.00,0.00,Paid
1770,BG-106,V008,Horizon IT Services,INV-101770,2025-12-08,2026-09-13,10282.00,5243.82,5038.18,Partially Paid
1771,BG-107,V010,NorthStar Consulting,INV-101771,2025-11-06,2026-02-04,62110.00,15527.50,46582.50,Partially Paid
1772,BG-101,V003,CoreTech Solutions,INV-101772,2025-09-01,2026-06-23,90196.00,90196.00,0.00,Paid
1773,BG-105,V013,Summit Components,INV-101773,2026-08-02,2025-09-22,81945.00,0.00,81945.00,Outstanding
1774,BG-106,V008,Horizon IT Services,INV-101774,2025-09-21,2025-11-30,66231.00,66231.00,0.00,Paid
1775,BG-106,V014,TechSource Partners,INV-101775,2026-06-29,2025-11-21,86423.00,86423.00,0.00,Paid
1776,BG-103,V004,Delta Office Systems,INV-101776,2025-12-01,2026-03-30,51911.00,51911.00,0.00,Paid
1777,BG-105,V006,Falcon Engineering,INV-101777,2025-09-16,2026-08-28,69196.00,69196.00,0.00,Paid
1778,BG-104,V005,East Coast Packaging,INV-101778,2026-04-18,2025-12-27,79807.00,0.00,79807.00,Outstanding
1779,BG-104,V019,Cedar Supply Group,INV-101779,2026-01-21,2026-05-29,49067.00,0.00,49067.00,Outstanding
1780,BG-102,V012,Rapid Transport Group,INV-101780,2025-11-05,2026-03-15,11564.00,0.00,11564.00,Outstanding
1781,BG-107,V018,BrightPath Analytics,INV-101781,2026-03-30,2025-11-15,36403.00,28394.34,8008.66,Partially Paid
1782,BG-107,V010,NorthStar Consulting,INV-101782,2026-06-17,2026-08-19,5690.00,0.00,5690.00,Outstanding
1783,BG-104,V005,East Coast Packaging,INV-101783,2025-11-07,2026-07-04,67860.00,40037.40,27822.60,Partially Paid
1784,BG-106,V014,TechSource Partners,INV-101784,2026-03-07,2026-07-30,27437.00,7682.36,19754.64,Partially Paid
1785,BG-105,V013,Summit Components,INV-101785,2026-03-14,2025-12-12,1407.00,1407.00,0.00,Paid
1786,BG-101,V009,Metro Equipment Co.,INV-101786,2026-04-27,2026-08-29,5202.00,5202.00,0.00,Paid
1787,BG-104,V011,Prime Materials Inc.,INV-101787,2026-08-01,2026-02-28,42286.00,0.00,42286.00,Outstanding
